"","domain","phylum","class","order","family","genus","species"
"ASV_26394","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26395","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales",NA,NA,NA
"ASV_26396",NA,NA,NA,NA,NA,NA,NA
"ASV_26397",NA,NA,NA,NA,NA,NA,NA
"ASV_26398","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Ilumatobacter",NA
"ASV_26399",NA,NA,NA,NA,NA,NA,NA
"ASV_26400","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Cyanobacteriaceae","Cyanobacterium CLg1",NA
"ASV_26401","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae",NA,NA
"ASV_26402","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Xenococcus PCC-7305",NA
"ASV_26403","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26404","Bacteria","Verrucomicrobiota","Lentisphaeria","Lentisphaerales","Lentisphaeraceae","Lentisphaera",NA
"ASV_26405","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV_26406","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5 marine group",NA
"ASV_26407","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales",NA,"Anaerococcus",NA
"ASV_26408","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60(NOR5) clade",NA
"ASV_26409","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26410",NA,NA,NA,NA,NA,NA,NA
"ASV_26411","Bacteria","Patescibacteria","Parcubacteria","Candidatus Kaiserbacteria",NA,NA,NA
"ASV_26412","Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","PS1 clade",NA,NA
"ASV_26413","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26414","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26415","Bacteria","Proteobacteria","Gammaproteobacteria","OM182 clade",NA,NA,NA
"ASV_26416",NA,NA,NA,NA,NA,NA,NA
"ASV_26417","Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrocosmicus",NA
"ASV_26418",NA,NA,NA,NA,NA,NA,NA
"ASV_26419","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26420","Bacteria","Margulisbacteria",NA,NA,NA,NA,NA
"ASV_26421",NA,NA,NA,NA,NA,NA,NA
"ASV_26422","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius",NA
"ASV_26423",NA,NA,NA,NA,NA,NA,NA
"ASV_26424","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia",NA
"ASV_26425","Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","PS1 clade",NA,NA
"ASV_26426",NA,NA,NA,NA,NA,NA,NA
"ASV_26428",NA,NA,NA,NA,NA,NA,NA
"ASV_26429",NA,NA,NA,NA,NA,NA,NA
"ASV_26430",NA,NA,NA,NA,NA,NA,NA
"ASV_26431","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26433","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26435","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26436","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis",NA
"ASV_26437",NA,NA,NA,NA,NA,NA,NA
"ASV_26438",NA,NA,NA,NA,NA,NA,NA
"ASV_26439","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26440","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"ASV_26441","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema",NA
"ASV_26442",NA,NA,NA,NA,NA,NA,NA
"ASV_26443",NA,NA,NA,NA,NA,NA,NA
"ASV_26444",NA,NA,NA,NA,NA,NA,NA
"ASV_26445","Bacteria","Proteobacteria","Gammaproteobacteria","Ga0077536",NA,NA,NA
"ASV_26446","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV_26447","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV_26448","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10",NA
"ASV_26449",NA,NA,NA,NA,NA,NA,NA
"ASV_26450",NA,NA,NA,NA,NA,NA,NA
"ASV_26451",NA,NA,NA,NA,NA,NA,NA
"ASV_26452",NA,NA,NA,NA,NA,NA,NA
"ASV_26453","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26454","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26455","Bacteria","Elusimicrobiota","Lineage IIb",NA,NA,NA,NA
"ASV_26456","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales",NA,NA,NA
"ASV_26457","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Xenococcus PCC-7305",NA
"ASV_26459","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26460","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA,NA
"ASV_26461","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum",NA
"ASV_26462",NA,NA,NA,NA,NA,NA,NA
"ASV_26464","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","Defluviicoccaceae","Defluviicoccus",NA
"ASV_26465","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","Defluviicoccaceae","Defluviicoccus",NA
"ASV_26467",NA,NA,NA,NA,NA,NA,NA
"ASV_26468",NA,NA,NA,NA,NA,NA,NA
"ASV_26471",NA,NA,NA,NA,NA,NA,NA
"ASV_26472","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26473","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV_26474","Bacteria","Desulfobacterota","Desulfuromonadia","PB19",NA,NA,NA
"ASV_26475","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia",NA
"ASV_26476","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade",NA
"ASV_26477","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA
"ASV_26478","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26479","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26480","Bacteria","Dadabacteria","Dadabacteriia","Dadabacteriales",NA,NA,NA
"ASV_26481","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26482","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26484",NA,NA,NA,NA,NA,NA,NA
"ASV_26485","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"ASV_26486","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA
"ASV_26487","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26488",NA,NA,NA,NA,NA,NA,NA
"ASV_26489","Bacteria","Firmicutes","Clostridia","Oscillospirales",NA,NA,NA
"ASV_26490",NA,NA,NA,NA,NA,NA,NA
"ASV_26491","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26492","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_26493","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae",NA,NA
"ASV_26494",NA,NA,NA,NA,NA,NA,NA
"ASV_26495",NA,NA,NA,NA,NA,NA,NA
"ASV_26496","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade",NA
"ASV_26497","Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc",NA
"ASV_26498","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV_26499","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","SEEP-SRB1",NA
"ASV_26500","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV_26501","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASV_26502","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula",NA
"ASV_26503","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","TG3",NA,NA
"ASV_26505",NA,NA,NA,NA,NA,NA,NA
"ASV_26506","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26507",NA,NA,NA,NA,NA,NA,NA
"ASV_26508",NA,NA,NA,NA,NA,NA,NA
"ASV_26510","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Psychrobium",NA
"ASV_26511","Bacteria","Cyanobacteria","Cyanobacteriia","Limnotrichales","Limnotrichaceae","Limnothrix",NA
"ASV_26512","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26513","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae",NA,NA
"ASV_26514","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV_26515","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae",NA,NA
"ASV_26516","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26517","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA,NA
"ASV_26518",NA,NA,NA,NA,NA,NA,NA
"ASV_26519",NA,NA,NA,NA,NA,NA,NA
"ASV_26520","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA
"ASV_26521","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna",NA
"ASV_26522",NA,NA,NA,NA,NA,NA,NA
"ASV_26523","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Cyanobacteriaceae","Cyanobacterium CLg1",NA
"ASV_26524","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"ASV_26525",NA,NA,NA,NA,NA,NA,NA
"ASV_26526","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenella",NA
"ASV_26527",NA,NA,NA,NA,NA,NA,NA
"ASV_26528",NA,NA,NA,NA,NA,NA,NA
"ASV_26529","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Aestuariibacter",NA
"ASV_26530","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26531","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae",NA,NA
"ASV_26532","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26533","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA,NA
"ASV_26534","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_26535","Bacteria","Cyanobacteria","Vampirivibrionia","Gastranaerophilales",NA,NA,NA
"ASV_26536","Bacteria","Cyanobacteria","Cyanobacteriia",NA,NA,NA,NA
"ASV_26537","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_26538","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26539",NA,NA,NA,NA,NA,NA,NA
"ASV_26541","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae",NA,NA
"ASV_26542","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV_26543","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Parvularculaceae",NA,NA
"ASV_26544","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26545","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26546","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",NA
"ASV_26547","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae",NA,NA
"ASV_26548",NA,NA,NA,NA,NA,NA,NA
"ASV_26549","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_26550","Bacteria","Proteobacteria","Gammaproteobacteria","HOC36",NA,NA,NA
"ASV_26551","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_26552","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26553","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"ASV_26554",NA,NA,NA,NA,NA,NA,NA
"ASV_26555","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae",NA,NA
"ASV_26556",NA,NA,NA,NA,NA,NA,NA
"ASV_26557","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Marinomonadaceae","Marinomonas",NA
"ASV_26558","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus Amoebophilus",NA
"ASV_26559","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae",NA,NA
"ASV_26560","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Phaeodactylibacter",NA
"ASV_26561","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Pseudahrensia",NA
"ASV_26562","Bacteria","Patescibacteria","Parcubacteria",NA,NA,NA,NA
"ASV_26563",NA,NA,NA,NA,NA,NA,NA
"ASV_26564","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia",NA
"ASV_26565","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",NA
"ASV_26566","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26568","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26569",NA,NA,NA,NA,NA,NA,NA
"ASV_26570","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"ASV_26571","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26572",NA,NA,NA,NA,NA,NA,NA
"ASV_26573","Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Sulfurovaceae","Sulfurovum",NA
"ASV_26574",NA,NA,NA,NA,NA,NA,NA
"ASV_26575","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26576","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60(NOR5) clade",NA
"ASV_26577",NA,NA,NA,NA,NA,NA,NA
"ASV_26578","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42",NA
"ASV_26579","Bacteria","NB1-j",NA,NA,NA,NA,NA
"ASV_26580","Bacteria","Campilobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Malaciobacter",NA
"ASV_26582","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26583","Bacteria","NB1-j",NA,NA,NA,NA,NA
"ASV_26584","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26585","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA
"ASV_26586",NA,NA,NA,NA,NA,NA,NA
"ASV_26587","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae",NA,NA
"ASV_26588","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26589","Bacteria","Acidobacteriota","Acidobacteriae","Subgroup 2",NA,NA,NA
"ASV_26590",NA,NA,NA,NA,NA,NA,NA
"ASV_26591","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA,NA
"ASV_26594","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula",NA
"ASV_26595","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA,NA
"ASV_26596","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula",NA
"ASV_26597","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenella",NA
"ASV_26598",NA,NA,NA,NA,NA,NA,NA
"ASV_26599","Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","Phormidesmiaceae","Acrophormium PCC-7375",NA
"ASV_26601","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA
"ASV_26602","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae",NA,NA
"ASV_26603",NA,NA,NA,NA,NA,NA,NA
"ASV_26605","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales",NA,NA,NA
"ASV_26606",NA,NA,NA,NA,NA,NA,NA
"ASV_26607","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26608","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae",NA,NA
"ASV_26609","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Pseudohongiellaceae","Pseudohongiella",NA
"ASV_26610","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10",NA
"ASV_26611","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV_26612",NA,NA,NA,NA,NA,NA,NA
"ASV_26613","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes BD2-2",NA,NA
"ASV_26614","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA
"ASV_26616","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26617","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60(NOR5) clade",NA
"ASV_26618","Bacteria","Firmicutes","Clostridia",NA,NA,NA,NA
"ASV_26619","Bacteria","Acidobacteriota","Subgroup 21",NA,NA,NA,NA
"ASV_26621",NA,NA,NA,NA,NA,NA,NA
"ASV_26622","Bacteria","SAR324 clade(Marine group B)",NA,NA,NA,NA,NA
"ASV_26623","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"ASV_26624","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium",NA
"ASV_26625","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26626","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26627","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26630",NA,NA,NA,NA,NA,NA,NA
"ASV_26631","Bacteria","Planctomycetota","Planctomycetes",NA,NA,NA,NA
"ASV_26632","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV_26633","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales",NA,NA,NA
"ASV_26634",NA,NA,NA,NA,NA,NA,NA
"ASV_26635","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26636",NA,NA,NA,NA,NA,NA,NA
"ASV_26637",NA,NA,NA,NA,NA,NA,NA
"ASV_26638",NA,NA,NA,NA,NA,NA,NA
"ASV_26639",NA,NA,NA,NA,NA,NA,NA
"ASV_26640","Bacteria","Planctomycetota","OM190",NA,NA,NA,NA
"ASV_26641","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV_26642",NA,NA,NA,NA,NA,NA,NA
"ASV_26643","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales",NA,NA,NA
"ASV_26644",NA,NA,NA,NA,NA,NA,NA
"ASV_26645",NA,NA,NA,NA,NA,NA,NA
"ASV_26646",NA,NA,NA,NA,NA,NA,NA
"ASV_26648","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV_26649","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_26650","Bacteria","Planctomycetota",NA,NA,NA,NA,NA
"ASV_26651",NA,NA,NA,NA,NA,NA,NA
"ASV_26652",NA,NA,NA,NA,NA,NA,NA
"ASV_26653",NA,NA,NA,NA,NA,NA,NA
"ASV_26654","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Lentimonas",NA
"ASV_26655","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26656","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA
"ASV_26657","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26658","Bacteria","Cyanobacteria","Cyanobacteriia",NA,NA,NA,NA
"ASV_26659","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","Planctomicrobium",NA
"ASV_26660","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_26661",NA,NA,NA,NA,NA,NA,NA
"ASV_26662","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira",NA
"ASV_26663","Bacteria","Planctomycetota","Planctomycetes",NA,NA,NA,NA
"ASV_26664","Bacteria","Proteobacteria","Gammaproteobacteria","HOC36",NA,NA,NA
"ASV_26665","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV_26666",NA,NA,NA,NA,NA,NA,NA
"ASV_26667","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"ASV_26668",NA,NA,NA,NA,NA,NA,NA
"ASV_26669","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius",NA
"ASV_26670","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea",NA
"ASV_26671",NA,NA,NA,NA,NA,NA,NA
"ASV_26672","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA
"ASV_26673",NA,NA,NA,NA,NA,NA,NA
"ASV_26674","Bacteria","Verrucomicrobiota","Lentisphaeria","P.palmC41",NA,NA,NA
"ASV_26675","Bacteria","Proteobacteria","Gammaproteobacteria","KI89A clade",NA,NA,NA
"ASV_26678","Bacteria","Firmicutes",NA,NA,NA,NA,NA
"ASV_26679","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26680","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26681","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Candidatus Endobugula",NA
"ASV_26682","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae",NA,NA
"ASV_26683","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26684","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26685","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_26686","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales",NA,NA,NA
"ASV_26687","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA,NA
"ASV_26688","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula",NA
"ASV_26689","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_26690","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Portibacter",NA
"ASV_26691",NA,NA,NA,NA,NA,NA,NA
"ASV_26692",NA,NA,NA,NA,NA,NA,NA
"ASV_26693","Bacteria","Nitrospinota","P9X2b3D02",NA,NA,NA,NA
"ASV_26694",NA,NA,NA,NA,NA,NA,NA
"ASV_26695","Bacteria","Firmicutes",NA,NA,NA,NA,NA
"ASV_26696","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA
"ASV_26697","Bacteria","Bacteroidota","Bacteroidia","Bacteroidetes VC2.1 Bac22",NA,NA,NA
"ASV_26698","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV_26699","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae",NA,NA
"ASV_26700","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA
"ASV_26701","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26702","Bacteria","Actinobacteriota","Actinobacteria","Streptosporangiales","Nocardiopsaceae",NA,NA
"ASV_26703","Bacteria","Cyanobacteria","Cyanobacteriia","Limnotrichales","Limnotrichaceae","Limnothrix",NA
"ASV_26704","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA
"ASV_26705","Bacteria","Planctomycetota",NA,NA,NA,NA,NA
"ASV_26707","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_26708","Bacteria","Planctomycetota","OM190",NA,NA,NA,NA
"ASV_26709",NA,NA,NA,NA,NA,NA,NA
"ASV_26710",NA,NA,NA,NA,NA,NA,NA
"ASV_26711","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_26712","Bacteria","Cyanobacteria","Vampirivibrionia",NA,NA,NA,NA
"ASV_26713",NA,NA,NA,NA,NA,NA,NA
"ASV_26714","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_26715","Bacteria","Planctomycetota","028H05-P-BN-P5",NA,NA,NA,NA
"ASV_26716",NA,NA,NA,NA,NA,NA,NA
"ASV_26717",NA,NA,NA,NA,NA,NA,NA
"ASV_26718",NA,NA,NA,NA,NA,NA,NA
"ASV_26719","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Pelagicoccus",NA
"ASV_26720","Bacteria","Proteobacteria","Gammaproteobacteria","pItb-vmat-80",NA,NA,NA
"ASV_26721","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26722",NA,NA,NA,NA,NA,NA,NA
"ASV_26723",NA,NA,NA,NA,NA,NA,NA
"ASV_26725",NA,NA,NA,NA,NA,NA,NA
"ASV_26726",NA,NA,NA,NA,NA,NA,NA
"ASV_26727","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26728","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_26730","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV_26731",NA,NA,NA,NA,NA,NA,NA
"ASV_26732","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia",NA
"ASV_26733","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA
"ASV_26735",NA,NA,NA,NA,NA,NA,NA
"ASV_26736","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA,NA
"ASV_26737","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_26739",NA,NA,NA,NA,NA,NA,NA
