sample_ID,species,reef,project_name,Host-genus,Species,Genotype,Cluster,Fragment_number,TransectLocation(m),Temp_logger_location(m),Temp_logger_name,TCM_logger_location(m),TCM_name,Bag_number,Diver_names,Reef_name,geo_loc_name,DiveStart_mintime,DiveEnd_maxtime,collection_date,sampling_trip,Month,Year,depth,env_biome,env_feature,env_material,env_package,Si(uM),NO2(uM),N_N(uM),NO3(uM),NH4(uM),PO4(uM),Latitude_North,Longitude_W,Notes
apal_gr_gCN3_cl58_fr4_15Nov2018,apal,gr,persistence_to_resistance,Acropora,palmata,CN3,58,4,12,11,TL-GR4,3,TCM-GR-2,72,Carly_Dana,Grecian_rocks,USA,9:48 AM,12:05 PM,15-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2506.6,8018.24,NA
apal_gr_gCN3_cl58_fr4_05Mar2019,apal,gr,persistence_to_resistance,Acropora,palmata,CN3,58,4,12,11,TL-GR4,3,TCM-GR-2,893,Carly_Dana,Grecian_rocks,USA,9:53 AM,11:51 PM,5-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1.02,1,21.56,0.06,2506.6,8018.24,NA
apal_gr_gCN3_cl58_fr5_05Mar2019,apal,gr,persistence_to_resistance,Acropora,palmata,CN3,58,5,12,11,TL-GR4,3,TCM-GR-2,894,Carly_Dana,Grecian_rocks,USA,9:53 AM,11:51 PM,5-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1.02,1,21.56,0.06,2506.6,8018.24,NA
apal_gr_gCN3_cl58_fr7_05Mar2019,apal,gr,persistence_to_resistance,Acropora,palmata,CN3,58,7,12,11,TL-GR4,3,TCM-GR-2,895,Carly_Dana,Grecian_rocks,USA,9:53 AM,11:51 PM,5-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1.02,1,21.56,0.06,2506.6,8018.24,NA
apal_gr_gCN4_cl59_fr7_15Nov2018,apal,gr,persistence_to_resistance,Acropora,palmata,CN4,59,7,12,11,TL-GR4,3,TCM-GR-2,88,Carly_Dana,Grecian_rocks,USA,9:48 AM,12:05 PM,15-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2506.6,8018.24,NA
apal_gr_gCN4_cl59_fr5_15Nov2018,apal,gr,persistence_to_resistance,Acropora,palmata,CN4,59,5,12,11,TL-GR4,3,TCM-GR-2,89,Carly_Dana,Grecian_rocks,USA,9:48 AM,12:05 PM,15-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2506.6,8018.24,NA
apal_gr_gCN4_cl59_fr6_15Nov2018,apal,gr,persistence_to_resistance,Acropora,palmata,CN4,59,6,12,11,TL-GR4,3,TCM-GR-2,90,Carly_Dana,Grecian_rocks,USA,9:48 AM,12:05 PM,15-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2506.6,8018.24,NA
apal_gr_gCN4_cl59_fr5_05Mar2019,apal,gr,persistence_to_resistance,Acropora,palmata,CN4,59,5,12,11,TL-GR4,3,TCM-GR-2,896,Carly_Dana,Grecian_rocks,USA,9:53 AM,11:51 PM,5-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1.02,1,21.56,0.06,2506.6,8018.24,NA
apal_gr_gCN4_cl59_fr6_05Mar2019,apal,gr,persistence_to_resistance,Acropora,palmata,CN4,59,6,12,11,TL-GR4,3,TCM-GR-2,897,Carly_Dana,Grecian_rocks,USA,9:53 AM,11:51 PM,5-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1.02,1,21.56,0.06,2506.6,8018.24,NA
apal_gr_gCN4_cl59_fr7_05Mar2019,apal,gr,persistence_to_resistance,Acropora,palmata,CN4,59,7,12,11,TL-GR4,3,TCM-GR-2,898,Carly_Dana,Grecian_rocks,USA,9:53 AM,11:51 PM,5-Mar-19,2,March,2019,,coral_reef,coral_head,tissue,host-associated,0.3,0.02,1.02,1,21.56,0.06,2506.6,8018.24,NA
apal_gr_gSN1_cl61_fr5_15Nov2018,apal,gr,persistence_to_resistance,Acropora,palmata,SN1,61,5,12,11,TL-GR4,3,TCM-GR-2,82,Carly_Dana,Grecian_rocks,USA,9:48 AM,12:05 PM,15-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2506.6,8018.24,NA
apal_gr_gSN1_cl61_fr6_15Nov2018,apal,gr,persistence_to_resistance,Acropora,palmata,SN1,61,6,12,11,TL-GR4,3,TCM-GR-2,83,Carly_Dana,Grecian_rocks,USA,9:48 AM,12:05 PM,15-Nov-18,1,November,2018,,coral_reef,coral_head,tissue,host-associated,1.5,0,0.71,0.71,6.13,0.15,2506.6,8018.24,NA
